time,open,high,low,close,volume
2025-06-04,69.07,71.15,68.69,70.61,1378017
2025-06-05,70.77,70.77,70.0,70.23,699077
2025-06-06,69.61,70.0,68.3,69.23,999043
2025-06-09,69.23,69.23,67.69,68.3,840587
2025-06-10,68.46,68.84,67.77,68.46,574807
2025-06-11,68.3,68.46,67.38,67.38,684983
2025-06-12,67.46,68.69,67.46,68.38,661254
2025-06-13,67.31,67.69,66.77,67.69,865148
2025-06-16,67.54,67.54,66.77,67.54,748335
2025-06-17,67.69,67.77,67.0,67.46,671371
2025-06-18,67.46,67.77,67.23,67.46,663069
2025-06-19,67.15,68.61,66.92,68.07,1201380
2025-06-20,68.3,68.3,67.46,68.23,698459
2025-06-23,67.61,67.61,66.84,67.31,673538
2025-06-24,67.31,67.77,67.15,67.77,640977
2025-06-25,67.38,67.92,67.0,67.0,665606
2025-06-26,67.07,67.54,67.0,67.0,526154
2025-06-27,67.07,67.61,67.0,67.07,708296
2025-06-30,67.31,68.3,67.31,67.77,603654
2025-07-01,67.84,70.0,67.84,69.61,1286425
2025-07-02,69.61,69.61,69.15,69.38,599173
2025-07-03,67.15,69.54,67.15,68.46,700584
2025-07-04,68.54,69.23,68.07,69.07,794498
2025-07-07,69.0,69.46,68.23,69.23,789884
2025-07-08,69.23,73.07,68.84,73.07,2141949
2025-07-09,73.07,73.23,72.3,72.3,1070328
2025-07-10,72.38,73.84,72.07,73.84,1274511
2025-07-11,73.84,76.92,73.61,76.92,2014315
2025-07-14,77.23,77.61,75.54,76.15,1135747
2025-07-15,76.92,77.0,75.0,75.0,1115778
2025-07-16,74.61,75.0,73.46,73.84,1546982
2025-07-17,73.84,75.23,72.54,72.54,1714554
2025-07-18,73.46,74.0,71.54,71.77,2614941
2025-07-21,72.3,74.07,72.23,73.15,1562403
2025-07-22,73.46,78.23,73.46,78.23,2921518
2025-07-23,83.07,83.69,82.69,83.69,1723347
2025-07-24,89.53,89.53,84.15,87.69,2897885
2025-07-25,87.84,93.77,86.3,93.77,3286325
2025-07-28,95.61,99.77,95.38,97.69,2346512
2025-07-29,98.38,98.38,90.92,91.0,3097590
2025-07-30,91.0,95.3,90.38,91.3,2124527
2025-07-31,92.84,94.23,88.46,93.23,2771578
2025-08-01,93.23,93.23,90.0,91.53,2499733
2025-08-04,90.0,97.92,89.38,97.92,3270925
2025-08-05,99.23,101.46,92.3,97.92,3993463
2025-08-06,97.92,99.61,96.38,99.23,2198340
2025-08-07,99.38,99.46,96.77,98.23,2221851
2025-08-08,98.3,98.3,93.46,93.46,2179873
2025-08-11,96.15,96.15,93.46,95.38,2039887
2025-08-12,96.15,99.61,94.38,97.69,3154713
2025-08-13,98.07,98.07,94.69,98.0,3062002
2025-08-14,99.15,104.84,98.46,104.84,4483250
2025-08-15,110.07,112.15,103.0,112.0,3444907
2025-08-18,112.0,112.0,107.69,109.53,2046913
2025-08-19,116.84,117.15,111.0,112.3,2388415
2025-08-20,112.3,112.3,105.0,110.61,2407603
2025-08-21,110.53,112.3,107.76,112.15,2765524
2025-08-22,108.07,111.53,106.15,107.69,2400757
2025-08-25,108.07,111.15,107.69,109.61,2428989
2025-08-26,110.0,111.15,108.61,110.76,2018843
2025-08-27,111.15,111.61,109.07,110.84,2024343
2025-08-28,111.15,114.0,110.76,111.53,1975188
2025-08-29,112.0,112.46,109.92,111.15,2059853
2025-09-03,110.76,110.76,107.69,109.23,2130620
2025-09-04,109.38,109.38,107.3,107.69,2006922
2025-09-05,107.76,111.53,107.69,109.23,2086006
2025-09-08,108.46,109.69,107.07,109.15,2162933
2025-09-09,109.23,112.76,109.15,111.53,2385051
2025-09-10,111.92,112.0,109.07,111.46,1972705
2025-09-11,111.53,112.3,108.07,111.84,2167630
2025-09-12,112.0,114.23,111.15,112.3,2320422
2025-09-15,112.69,112.69,110.38,112.0,2239924
2025-09-16,112.07,113.15,109.23,109.23,2237359
2025-09-17,109.23,109.61,108.0,109.23,2024781
2025-09-18,109.3,109.3,107.07,107.53,2104627
2025-09-19,107.53,107.53,103.84,105.53,2088233
2025-09-22,105.0,105.15,100.77,104.23,2355577
2025-09-23,104.3,104.61,102.07,102.3,1764660
2025-09-24,102.3,103.07,100.3,102.84,1532693
2025-09-25,103.07,105.61,103.0,104.53,1692127
2025-09-26,104.69,104.69,101.92,101.92,1762621
